ticker,index,name
SRPT,RUSSELL2000,Sarepta Therapeutics Inc
SSB,RUSSELL2000,South State Corporation
SSD,RUSSELL2000,Simpson Manufacturing Company
SSE,RUSSELL2000,Seventy Seven Energy Inc
SSI,RUSSELL2000,Stage Stores
SSNI,RUSSELL2000,Silver Spring Networks Inc. Co
SSP,RUSSELL2000,E.W. Scripps Company
SSS,RUSSELL2000,Sovran Self Storage
SSTK,RUSSELL2000,Shutterstock Inc
SSYS,RUSSELL2000,Stratasys Ltd
STAA,RUSSELL2000,Staar Surgical Company
STAG,RUSSELL2000,STI Inc
STAR,RUSSELL2000,Istar Financial Inc
STBA,RUSSELL2000,S&T Bancorp
STBZ,RUSSELL2000,State Bank Finl Corp
STC,RUSSELL2000,Stewart Information Services Corp
STCK,RUSSELL2000,Stock Building Supply Holdings
STE,RUSSELL2000,Steris Corp
STFC,RUSSELL2000,State Auto Financial Corp
STI,SP500,
STJ,SP500,
STL,RUSSELL2000,Sterling Bancorp
STML,RUSSELL2000,Stemline Therapeutics Inc
STMP,RUSSELL2000,Stamps.Com Inc
STNG,RUSSELL2000,Scorpio Tankers Inc
STOR,RUSSELL2000,Store Capital Corpstore Capital
STRA,RUSSELL2000,Strayer Education
STRP,RUSSELL2000,Straight Path Communications In
STRT,RUSSELL2000,Strattec Security Corp
STT,SP500,
STX,SP500,
STZ,SP500,
SUI,RUSSELL2000,Sun Communities
SUM,RUSSELL2000,Summit Materials Inc
SUN,SP500,
SUP,RUSSELL2000,Superior Industries International
SUPN,RUSSELL2000,Supernus Pharmaceuticals Inc
SVU,RUSSELL2000,Supervalu Inc
SWC,RUSSELL2000,Stillwater Mining Company
SWFT,RUSSELL2000,Swift Transportation Company
SWHC,RUSSELL2000,Smith & Wesson Holding Corp
SWK,SP500,
SWM,RUSSELL2000,Schweitzer-Mauduit International
SWN,SP500,
SWX,RUSSELL2000,Southwest Gas Corp
SWY,SP500,
SXC,RUSSELL2000,Suncoke Energy Inc
SXI,RUSSELL2000,Standex International Corp
SXT,RUSSELL2000,Sensient Technologies Corp
SYA,RUSSELL2000,Symetra Financial Corp
SYBT,RUSSELL2000,S.Y. Bancorp
SYK,SP500,
SYKE,RUSSELL2000,Sykes Enterprises Inc
SYMC,SP500,
SYNA,RUSSELL2000,Synaptics Inc
SYNT,RUSSELL2000,Syntel Inc
SYRG,RUSSELL2000,Synergy Resources Cp
SYUT,RUSSELL2000,Synutra International
SYX,RUSSELL2000,Systemax Inc
SYY,SP500,
SZMK,RUSSELL2000,Sizmek Inc
SZYM,RUSSELL2000,Solazyme Inc
T,SP500,
TAL,RUSSELL2000,Tal International Group
TAP,SP500,
TASR,RUSSELL2000,Taser International
TAST,RUSSELL2000,Carrols Restaurant Group
TAT,RUSSELL2000,Transatlantic Petroleum Ltd
TAX,RUSSELL2000,Jth Holding Inc
TBBK,RUSSELL2000,The Bancorp
TBI,RUSSELL2000,Trueblue Inc
TBK,RUSSELL2000,Triumph Bancorp Inc
TBNK,RUSSELL2000,Territorial Bancorp Inc
TBPH,RUSSELL2000,Theravance Biopharma Inc
TBRA,RUSSELL2000,Tobira Therapeutics Inc
TCBI,RUSSELL2000,Texas Capital Bancshares
TCBK,RUSSELL2000,Trico Bancshares
TCS,RUSSELL2000,The Container Store Group Inc
TDC,SP500,
TDW,RUSSELL2000,Tidewater Inc
TDY,RUSSELL2000,Teledyne Technologies Inc
TE,SP500,
TECD,RUSSELL2000,Tech Data Corp
TEG,SP500,
TEL,SP500,
TEN,RUSSELL2000,Tenneco Automotive
TER,SP500,
TESO,RUSSELL2000,Tesco Corp
TFM,RUSSELL2000,The Fresh Market
TG,RUSSELL2000,Tredegar Corp
TGH,RUSSELL2000,Textainer Group Holdings
TGT,SP500,
TGTX,RUSSELL2000,Tg Therapeutics
THC,SP500,
THFF,RUSSELL2000,First Financial Corporation Indiana
THLD,RUSSELL2000,Threshold Pharmaceuticals
THR,RUSSELL2000,Thermon Group Holdings Inc
THRM,RUSSELL2000,Gentherm Inc
THS,RUSSELL2000,Treehouse Foods
TIE,SP500,
TIF,SP500,
TILE,RUSSELL2000,Interface
TIME,RUSSELL2000,Time Inc. Common Stock When Iss
TIPT,RUSSELL2000,Tiptree Financial Inc
TIS,RUSSELL2000,Orchids Paper Products Company
TISI,RUSSELL2000,Team Inc
TITN,RUSSELL2000,Titan Machinery Inc
TIVO,RUSSELL2000,Tivo Inc
TJX,SP500,
TKAI,RUSSELL2000,Tokai Pharmaceuticals Inc
TLMR,RUSSELL2000,Talmer Bancorp Inc
TLN,RUSSELL2000,Talen Energy Corporation
TLYS,RUSSELL2000,Tilly's Inc
TMH,RUSSELL2000,Team Health Holdings
TMHC,RUSSELL2000,Taylor Morrison Home Corporatio
TMK,SP500,
TMO,SP500,
TMP,RUSSELL2000,Tompkinstrustco
TMST,RUSSELL2000,Timken Steel Corporation Common
TNAV,RUSSELL2000,Telenav Inc
TNC,RUSSELL2000,Tennant Company
TNDM,RUSSELL2000,Tandem Diabetes Care Inc
TNET,RUSSELL2000,Trinet Group Inc
TNGO,RUSSELL2000,Tangoe Inc
TNK,RUSSELL2000,Teekay Tankers Ltd
TOWN,RUSSELL2000,Towne Bank
TOWR,RUSSELL2000,Tower International
TPC,RUSSELL2000,Tutor Perini Corp
TPH,RUSSELL2000,Tri Pointe Homes Inc. Common S
TPLM,RUSSELL2000,Triangle Petroleum Corp
TPRE,RUSSELL2000,Third Point Reinsurance Ltd. Co
TPUB,RUSSELL2000,Tribune Publishing Company Comm
TR,RUSSELL2000,Tootsie Roll Industries
TRC,RUSSELL2000,Tejon Ranch Company
TREC,RUSSELL2000,Trecora Resources
TREE,RUSSELL2000,Tree.Com
TREX,RUSSELL2000,Trex Company
TRIP,SP500,
TRK,RUSSELL2000,Speedway Motorsports
TRMK,RUSSELL2000,Trustmark Corp
TRNO,RUSSELL2000,Terreno Realty Corp
TROV,RUSSELL2000,Trovagene Inc
TROW,SP500,
TROX,RUSSELL2000,Tronox Inc
TRR,RUSSELL2000,Trc Companies
TRS,RUSSELL2000,Trimas Corp
TRST,RUSSELL2000,Trustco Bank Corp NY
TRUE,RUSSELL2000,Truecar Inc
TRUP,RUSSELL2000,Trupanion Inc
TRV,SP500,
TRVN,RUSSELL2000,Trevena Inc
TRXC,RUSSELL2000,Transenterix Inc
TSC,RUSSELL2000,Tristate Capital Holdings Inc
TSE,RUSSELL2000,Trinseo S.A.
TSN,SP500,
TSO,SP500,
TSQ,RUSSELL2000,Townsquare Media Llc
TSRA,RUSSELL2000,Tessera Technologies
TSRO,RUSSELL2000,Tesaro Inc
TSS,SP500,
TSYS,RUSSELL2000,Telecommunication Systems
TTEC,RUSSELL2000,Teletech Holdings
TTEK,RUSSELL2000,Tetra Tech
TTGT,RUSSELL2000,Techtarget
TTI,RUSSELL2000,Tetra Technologies
TTMI,RUSSELL2000,TTM Technologies
TTOO,RUSSELL2000,T2 Biosystems Inc
TTPH,RUSSELL2000,Tetraphase Pharmaceuticals Inc
TTS,RUSSELL2000,Tile Shop Holdings Inc
TTWO,RUSSELL2000,Take-Two Interactive Software
TUBE,RUSSELL2000,Tubemogul Inc
TUES,RUSSELL2000,Tuesday Morning
TUMI,RUSSELL2000,Tumi Holdings Inc
TVPT,RUSSELL2000,Travelport Worldwide Ltd
TWC,SP500,
TWI,RUSSELL2000,Titan International
TWIN,RUSSELL2000,Twin Disc Inc
TWOU,RUSSELL2000,2U Inc
TWX,SP500,
TXMD,RUSSELL2000,Therapeuticsmd Inc
TXN,SP500,
TXRH,RUSSELL2000,Texas Roadhouse
TXT,SP500,
TXTR,RUSSELL2000,Textura Corp
TYC,SP500,
TYL,RUSSELL2000,Tyler Technologies
TYPE,RUSSELL2000,Monotype Imaging Holdings Inc
TZOO,RUSSELL2000,Travelzoo Inc
UACL,RUSSELL2000,Universal Truckload Services
UAM,RUSSELL2000,Universal American Financial
UBA,RUSSELL2000,Urstadt Biddle Properties Inc
UBNK,RUSSELL2000,United Financial Bancorp Inc
UBNT,RUSSELL2000,Ubiquiti Networks Inc
UBSH,RUSSELL2000,Union First Market Bankshares Corp
UBSI,RUSSELL2000,United Bankshares
UCBI,RUSSELL2000,United Community Banks
UCFC,RUSSELL2000,United Community Financial
UCTT,RUSSELL2000,Ultra Clean Holdings
UDF,RUSSELL2000,United Development Funding IV
UE,RUSSELL2000,Urban Edge Properties Common Sh
UEC,RUSSELL2000,Uranium Energy
UEIC,RUSSELL2000,Universal Electronics Inc
UFCS,RUSSELL2000,United Fire Group Inc
UFI,RUSSELL2000,Unifi Inc
UFPI,RUSSELL2000,Universal Forest Products
UHT,RUSSELL2000,Universal Health Realty Income Trust
UIHC,RUSSELL2000,United Insurance Hld
UIS,RUSSELL2000,Unisys Corp
ULTR,RUSSELL2000,Ultrapetrol [Bahamas] Ltd
UMBF,RUSSELL2000,UMB Financial Corp
UMH,RUSSELL2000,Umh Properties
UMPQ,RUSSELL2000,Umpqua Holdings Corp
UNF,RUSSELL2000,Unifirst Corp
UNFI,RUSSELL2000,United Natural Foods
UNH,SP500,
UNIS,RUSSELL2000,Unilife Corp
UNM,SP500,
UNP,SP500,
UNT,RUSSELL2000,Unit Corp
UNTD,RUSSELL2000,United Online
UPL,RUSSELL2000,Ultra Petroleum
UPS,SP500,
URBN,SP500,
USAK,RUSSELL2000,USA Truck
USB,SP500,
USCR,RUSSELL2000,US Concrete
USLM,RUSSELL2000,United States Lime & Minerals
USNA,RUSSELL2000,Usana Health Sciences Inc
USPH,RUSSELL2000,U.S. Physical Therapy
UTEK,RUSSELL2000,Ultratech Inc
UTI,RUSSELL2000,Universal Technical Institute Inc
UTIW,RUSSELL2000,Uti Worldwide Inc
UTL,RUSSELL2000,Unitil Corp
UTMD,RUSSELL2000,Utah Medical Products
UTX,SP500,
UUUU,RUSSELL2000,Energy Fuels Inc
UVE,RUSSELL2000,Universal Insurance Holdings Inc
UVSP,RUSSELL2000,Univest Corporation of Pennsylvania
UVV,RUSSELL2000,Universal Corp
V,SP500,
VA,RUSSELL2000,Virgin America Inc
VAC,RUSSELL2000,Marriot Vacations Worldwide Cor
VAR,SP500,
VASC,RUSSELL2000,Vascular Solutions
VCRA,RUSSELL2000,Vocera Communications Inc
VCYT,RUSSELL2000,Veracyte Inc
VDSI,RUSSELL2000,Vasco Data Security International
VEC,RUSSELL2000,Vectrus Inc. Common Stock
VECO,RUSSELL2000,Veeco Instruments Inc
VFC,SP500,
VG,RUSSELL2000,Vonage Holdings
VGR,RUSSELL2000,Vector Group Ltd
VHC,RUSSELL2000,Virnetx Holding Corp
VHI,RUSSELL2000,Valhi Inc
VIAB,SP500,
VICR,RUSSELL2000,Vicor Corp
VIRT,RUSSELL2000,Virtu Financial Inc
VISI,RUSSELL2000,Vision Company As
VIVO,RUSSELL2000,Meridian Bioscience Inc
VLGEA,RUSSELL2000,Village Super Market
VLO,SP500,
VLY,RUSSELL2000,Valley National Bancorp
VMC,SP500,
VMEM,RUSSELL2000,Violin Memory Inc
VNCE,RUSSELL2000,Vince Holding Corp. Common Stoc
VNDA,RUSSELL2000,Vanda Pharmaceuticals Inc
VNO,SP500,
VOXX,RUSSELL2000,Audiovox Corp
VPG,RUSSELL2000,Vishay Precision Group
VRA,RUSSELL2000,Vera Bradley
VRNS,RUSSELL2000,Varonis Systems Inc
VRNT,RUSSELL2000,Verint Systems Inc
VRSN,SP500,
VRTS,RUSSELL2000,Virtus Investment Partners
VRTU,RUSSELL2000,Virtusa Corp
VRTV,RUSSELL2000,Veritiv Corporation Common Stoc
VSAR,RUSSELL2000,Versartis Inc
VSAT,RUSSELL2000,Viasat Inc
VSEC,RUSSELL2000,VSE Corp
VSH,RUSSELL2000,Vishay Intertechnology
VSI,RUSSELL2000,Vitamin Shoppe Inc
VSLR,RUSSELL2000,Vivint Solar Inc
VSTM,RUSSELL2000,Verastem Inc
VTAE,RUSSELL2000,Vitae Pharmaceuticals Inc
VTL,RUSSELL2000,Vital Therapies Inc
VTR,SP500,
VVI,RUSSELL2000,Viad Corp
VVUS,RUSSELL2000,Vivus Inc
VZ,SP500,
W,RUSSELL2000,Wayfair Inc
WABC,RUSSELL2000,Westamerica Bancorporation
WAC,RUSSELL2000,Walter Investment Management Corp
WAFD,RUSSELL2000,Washington Federal
WAG,SP500,
WAGE,RUSSELL2000,Wageworks Inc
WAIR,RUSSELL2000,Wesco Aircraft Holdings Inc
WAL,RUSSELL2000,Western Alliance Bancorporation
WASH,RUSSELL2000,Washington Trust Bancorp
WAT,SP500,
WBMD,RUSSELL2000,Webmd Health Corp
WBS,RUSSELL2000,Webster Financial Corp
WCG,RUSSELL2000,Wellcare Group
WCIC,RUSSELL2000,Wci Communities Inc
WD,RUSSELL2000,Walker & Dunlop
WDC,SP500,
WDFC,RUSSELL2000,Wd-40 Company
WEC,SP500,
WERN,RUSSELL2000,Werner Enterprises
WETF,RUSSELL2000,Wisdomtree Invstmnts
WEYS,RUSSELL2000,Weyco Group
WFC,SP500,
WFM,SP500,
WGL,RUSSELL2000,WGL Holdings Inc
WGO,RUSSELL2000,Winnebago Industries
WHG,RUSSELL2000,Westwood Holdings Group Inc
WHR,SP500,
WIBC,RUSSELL2000,Wilshire Bancorp
WIFI,RUSSELL2000,Boingo Wireless Inc
WIN,BOTH,Windstream Holdings Inc
WINA,RUSSELL2000,Winmark Corp
WIRE,RUSSELL2000,Encore Wire Corp
WIX,RUSSELL2000,Wix.Com Ltd
WK,RUSSELL2000,Workiva Llc
WLB,RUSSELL2000,Westmoreland Coal Company
WLH,RUSSELL2000,William Lyon Homes
WLP,SP500,
WM,SP500,
WMAR,RUSSELL2000,West Marine
WMB,SP500,
WMC,RUSSELL2000,Western Asset Mortgage Capital
WMGI,RUSSELL2000,Wright Medical Group N.V.
WMK,RUSSELL2000,Weis Markets
WMS,RUSSELL2000,Advanced Drainage Systems Inc
WMT,SP500,
WNC,RUSSELL2000,Wabash National Corp
WNR,RUSSELL2000,Western Refining
WOR,RUSSELL2000,Worthington Industries
WPI,SP500,
WPO,SP500,
WPP,RUSSELL2000,Wausau-Mosinee Paper Corp
WPX,SP500,
WRE,RUSSELL2000,Washington Real Estate Investment
WRLD,RUSSELL2000,World Acceptance Corp
WSBC,RUSSELL2000,Wesbanco Inc
WSBF,RUSSELL2000,Waterstone Financial
WSFS,RUSSELL2000,WSFS Financial Corp
WSR,RUSSELL2000,Whitestone REIT
WST,RUSSELL2000,West Pharmaceutical Services
WSTC,RUSSELL2000,West Corp
WTBA,RUSSELL2000,West Bancorporation
WTFC,RUSSELL2000,Wintrust Financial Corp
WTI,RUSSELL2000,W&T Offshore
WTS,RUSSELL2000,Watts Water Technologies
WTW,RUSSELL2000,Weight Watchers International Inc
WU,SP500,
WWD,RUSSELL2000,Woodward Inc
WWE,RUSSELL2000,World Wrestling Entertainment
WWW,RUSSELL2000,Wolverine World Wide
WY,SP500,
WYN,SP500,
WYNN,SP500,
X,SP500,
XBIT,RUSSELL2000,Xbiotech Inc
XCO,RUSSELL2000,Exco Resources NL
XCRA,RUSSELL2000,Xcerra Corp
XEL,SP500,
XENT,RUSSELL2000,Intersect Ent Inc
XHR,RUSSELL2000,Xenia Hotels & Resorts Inc
XL,SP500,
XLNX,SP500,
XLRN,RUSSELL2000,Acceleron Pharma Inc
XNCR,RUSSELL2000,Xencor Inc
XNPT,RUSSELL2000,Xenoport Inc
XOM,SP500,
XOMA,RUSSELL2000,Xoma Ltd
XONE,RUSSELL2000,The Exone Company
XOXO,RUSSELL2000,Xoxo Group Inc
XPO,RUSSELL2000,Express-1 Expedited Solutions
XRAY,SP500,
XRM,RUSSELL2000,Xerium Technologies
XRX,SP500,
XXIA,RUSSELL2000,IXIA
XYL,SP500,
YDKN,RUSSELL2000,Yadkin Valley Financial Corp
YHOO,SP500,
YORW,RUSSELL2000,The York Water Company
YRCW,RUSSELL2000,YRC Worldwide
YUM,SP500,
ZAGG,RUSSELL2000,Zagg Inc
ZAIS,RUSSELL2000,Zais Group Holdings Inc
ZEN,RUSSELL2000,Zendesk Inc
ZEUS,RUSSELL2000,Olympic Steel
ZFGN,RUSSELL2000,Zafgen Inc
ZGNX,RUSSELL2000,Zogenix Inc
ZINC,RUSSELL2000,Horsehead Holding
ZION,SP500,
ZIOP,RUSSELL2000,Ziopharm Oncology Inc
ZIXI,RUSSELL2000,Zix Corp
ZLTQ,RUSSELL2000,Zeltiq Aesthetics Inc
ZMH,SP500,
ZOES,RUSSELL2000,Zoe'S Kitchen Inc
ZUMZ,RUSSELL2000,Zumiez Inc
